Accuracy,AUROC,AUPRC,Sensitivity,Specificity,F1
0.9699248120300752,0.9946524064171124,0.9981770792207505,0.9797979797979798,0.9411764705882353,0.9797979797979798
0.9465648854961832,0.9919743178170144,0.9963465067017039,0.9887640449438202,0.8571428571428571,0.9617486338797814
0.975609756097561,1.0,1.0,0.97,1.0,0.9847715736040609
0.9784172661870504,0.9991423670668954,0.9997403496624545,1.0,0.9090909090909091,0.986046511627907
1.0,1.0,0.9999999999999999,1.0,1.0,1.0
0.9784172661870504,0.9940262843488651,0.9982554850058909,0.9907407407407407,0.9354838709677419,0.9861751152073732
0.96,0.9870807453416149,0.9958807678555058,0.9739130434782609,0.9142857142857143,0.9739130434782609
0.9612403100775194,0.993498452012384,0.9976405144588961,0.9789473684210527,0.9117647058823529,0.9738219895287958
0.9391891891891891,0.9776523171018584,0.9917142575699325,0.9724770642201835,0.8461538461538461,0.9592760180995475
0.9659863945578231,0.9850603941513032,0.99667399001825,0.9917355371900827,0.8461538461538461,0.9795918367346939
0.9523809523809523,0.9820033955857386,0.9941123471972336,0.9894736842105263,0.8387096774193549,0.9690721649484536
0.9781021897810219,0.9969072164948454,0.9987767239960073,0.9690721649484536,1.0,0.9842931937172775
0.959349593495935,0.9908835904628331,0.997092417928223,0.9565217391304348,0.967741935483871,0.9723756906077348
0.9636363636363636,0.9866666666666667,0.9948882048815458,1.0,0.8666666666666667,0.975609756097561
0.9457364341085271,0.9879584017515052,0.994294704097282,1.0,0.8333333333333334,0.9613259668508287
0.9743589743589743,0.9873672121734137,0.9970753933314725,0.9844961240310077,0.9259259259259259,0.9844961240310077
0.9555555555555556,0.9947447447447448,0.998855278965531,0.963963963963964,0.9166666666666666,0.9727272727272728
0.9403973509933775,0.9705234159779614,0.99228743620815,0.9669421487603306,0.8333333333333334,0.9629629629629629
0.965034965034965,0.9923481587757055,0.99694945936733,0.9901960784313726,0.9024390243902439,0.9758454106280193
0.9575757575757575,0.9884448724121329,0.9973509634131049,0.9850746268656716,0.8387096774193549,0.974169741697417
0.9402985074626866,0.9804582210242587,0.9946684460025844,0.9716981132075472,0.8214285714285714,0.9626168224299065
0.976,0.9899598393574298,0.9942843711046276,0.9879518072289156,0.9523809523809523,0.9820359281437125
0.9212598425196851,0.9716312056737589,0.9898501735547516,0.9574468085106383,0.8181818181818182,0.9473684210526315
0.958041958041958,0.9942372881355932,0.9988048664079523,0.9661016949152542,0.92,0.9743589743589743
0.9745762711864406,0.989247311827957,0.9956926241426844,1.0,0.9032258064516129,0.9830508474576272
0.9622641509433962,0.9634259259259259,0.995892793265106,0.9861111111111112,0.7333333333333333,0.9793103448275862
0.9607843137254902,0.9800121138703816,0.9956527098555801,0.9921259842519685,0.8076923076923077,0.9767441860465116
0.9915966386554622,1.0,0.9999999999999999,1.0,0.96875,0.9942857142857143
0.9485294117647058,0.9820754716981132,0.9948195583931319,0.9811320754716981,0.8333333333333334,0.9674418604651163
0.9295774647887324,0.9767206477732794,0.9911943949110169,0.9615384615384616,0.8421052631578947,0.9523809523809523
0.9944444444444445,0.9997502497502497,0.9999581064097193,0.9935064935064936,1.0,0.996742671009772
0.9473684210526315,0.9816513761467891,0.9955724369937673,0.963302752293578,0.875,0.967741935483871
0.9363057324840764,0.9649784482758621,0.9915989142780083,0.9609375,0.8275862068965517,0.9609375
0.9197080291970803,0.9794642857142857,0.9936657034652859,0.9523809523809523,0.8125,0.9478672985781991
0.9666666666666667,0.9930069930069929,0.9979293394101496,0.9743589743589743,0.9393939393939394,0.9785407725321889
0.9618320610687023,0.9932748538011696,0.9975496877019411,0.9578947368421052,0.9722222222222222,0.9732620320855615
0.9370629370629371,0.9818481848184818,0.9918381470578681,0.9702970297029703,0.8571428571428571,0.9560975609756097
0.9716312056737588,0.9958768554150632,0.9986687418193883,0.9813084112149533,0.9411764705882353,0.9813084112149533
0.9645390070921985,0.9873900293255131,0.9962888261183438,0.990909090909091,0.8709677419354839,0.9775784753363229
