Accuracy,AUROC,AUPRC,Sensitivity,Specificity,F1
0.9398496240601504,0.9860368389780154,0.9952369958058269,0.9696969696969697,0.8529411764705882,0.96
0.8854961832061069,0.9652220438737292,0.9841926168939046,0.9438202247191011,0.7619047619047619,0.9180327868852459
0.9349593495934959,1.0,1.0,0.92,1.0,0.9583333333333334
0.9640287769784173,0.9942824471126358,0.9982559973938935,0.9905660377358491,0.8787878787878788,0.9767441860465116
1.0,1.0,0.9999999999999999,1.0,1.0,1.0
0.920863309352518,0.982078853046595,0.9948081198815704,0.9444444444444444,0.8387096774193549,0.9488372093023256
0.92,0.9580124223602484,0.9761864040196866,0.9391304347826087,0.8571428571428571,0.9473684210526315
0.9302325581395349,0.9613003095975232,0.9745329202588152,0.9578947368421052,0.8529411764705882,0.9528795811518325
0.8986486486486487,0.9374264878852034,0.964391871142825,0.944954128440367,0.7692307692307693,0.9321266968325792
0.9183673469387755,0.9437380801017164,0.9783050247044554,0.9586776859504132,0.7307692307692307,0.9508196721311475
0.8492063492063492,0.9432937181663837,0.9821652673916362,0.9157894736842105,0.6451612903225806,0.9015544041450777
0.948905109489051,0.9963917525773196,0.9984980357308647,0.9484536082474226,0.95,0.9633507853403142
0.9105691056910569,0.9859747545582048,0.9953889884866158,0.9347826086956522,0.8387096774193549,0.9398907103825137
0.9090909090909091,0.9187500000000001,0.9434642854682403,0.9625,0.7666666666666667,0.9390243902439024
0.9147286821705426,0.9707170224411604,0.9731765500725719,0.9770114942528736,0.7857142857142857,0.9392265193370166
0.9487179487179487,0.9537754809072638,0.9786618468664886,0.9612403100775194,0.8888888888888888,0.96875
0.9037037037037037,0.9868618618618619,0.9971209691236268,0.9099099099099099,0.875,0.9395348837209302
0.8675496688741722,0.9212121212121213,0.9672487339466787,0.9173553719008265,0.6666666666666666,0.9173553719008265
0.916083916083916,0.9770444763271162,0.9910197659913822,0.9607843137254902,0.8048780487804879,0.9423076923076923
0.9090909090909091,0.9682233991333654,0.9927399121932179,0.9552238805970149,0.7096774193548387,0.9446494464944649
0.9104477611940298,0.9171159029649596,0.9623282315774423,0.9433962264150944,0.7857142857142857,0.9433962264150944
0.944,0.9687320711417097,0.9672237576390655,0.9518072289156626,0.9285714285714286,0.9575757575757575
0.8661417322834646,0.9174725983236621,0.952809140829036,0.9042553191489362,0.7575757575757576,0.9090909090909091
0.9230769230769231,0.9877966101694915,0.9973654480314709,0.9322033898305084,0.88,0.9523809523809523
0.923728813559322,0.9629217649239896,0.9776049558365985,0.9425287356321839,0.8709677419354839,0.9479768786127167
0.9119496855345912,0.9069444444444444,0.9824168283862196,0.9375,0.6666666666666666,0.9507042253521126
0.9281045751633987,0.9121744397334949,0.9621866541507043,0.952755905511811,0.8076923076923077,0.9565217391304348
0.9243697478991597,0.9892241379310345,0.996174027388757,0.9540229885057471,0.84375,0.9485714285714286
0.9044117647058824,0.9437106918238994,0.9746069346303305,0.9528301886792453,0.7333333333333333,0.9395348837209302
0.8873239436619719,0.9225708502024292,0.9416521269474913,0.9230769230769231,0.7894736842105263,0.9230769230769231
0.9555555555555556,0.9962537462537463,0.9993449524365268,0.9545454545454546,0.9615384615384616,0.9735099337748344
0.9022556390977443,0.9499235474006117,0.97952638603877,0.908256880733945,0.875,0.9383886255924171
0.8662420382165605,0.8933189655172414,0.9536062632393751,0.90625,0.6896551724137931,0.9169960474308301
0.8540145985401459,0.9241071428571428,0.9648066924458089,0.9047619047619048,0.6875,0.9047619047619048
0.94,0.9658119658119658,0.9811638681487255,0.9487179487179487,0.9090909090909091,0.961038961038961
0.8854961832061069,0.97953216374269,0.9921475382371121,0.8947368421052632,0.8611111111111112,0.918918918918919
0.8951048951048951,0.9396511079679396,0.9525785094416438,0.9108910891089109,0.8571428571428571,0.9246231155778895
0.9219858156028369,0.9881803188565145,0.9961225487153583,0.9252336448598131,0.9117647058823529,0.9473684210526315
0.9219858156028369,0.953958944281525,0.9761498892267225,0.9545454545454546,0.8064516129032258,0.9502262443438914
0.8968253968253969,0.9442419825072885,0.971541427002404,0.9285714285714286,0.7857142857142857,0.9333333333333333
0.9515151515151515,0.9972451790633609,0.9992888801964945,0.946969696969697,0.9696969696969697,0.9689922480620154
0.8979591836734694,0.9165337586390219,0.9539337429365955,0.9298245614035088,0.7878787878787878,0.933920704845815
0.922077922077922,0.9724517906336089,0.9955384321253933,0.9696969696969697,0.6363636363636364,0.9552238805970149
0.9205298013245033,1.0,0.9999999999999999,0.8928571428571429,1.0,0.9433962264150944
0.896551724137931,0.9273700305810398,0.9532657198260348,0.908256880733945,0.8611111111111112,0.9295774647887324
0.9708029197080292,0.9656177156177157,0.9758818972935545,0.9903846153846154,0.9090909090909091,0.9809523809523809
0.8991596638655462,0.9210174029451137,0.9399468683400186,0.963855421686747,0.75,0.9302325581395349
0.9254658385093167,0.9444444444444444,0.9761707650328492,0.9477611940298507,0.8148148148148148,0.9548872180451128
0.8778625954198473,0.9336543606206528,0.9424334100031209,0.9550561797752809,0.7142857142857143,0.9139784946236559
0.9318181818181818,0.9054054054054054,0.960082689804739,0.972972972972973,0.7142857142857143,0.96
0.9009009009009009,0.9294354838709677,0.9556343949216579,0.925,0.8387096774193549,0.9308176100628931
0.9703703703703703,0.9955874241588527,0.9983833533413365,1.0,0.8918918918918919,0.98
0.9202453987730062,0.9833015267175572,0.9959381818304553,0.9465648854961832,0.8125,0.9501915708812261
0.9347826086956522,0.9477272727272728,0.978290968034433,0.9818181818181818,0.75,0.96
0.9133333333333333,0.9558823529411765,0.9763787679472371,0.9396551724137931,0.8235294117647058,0.9437229437229437
0.9147286821705426,0.9809048178613397,0.9926362541128485,0.9782608695652174,0.7567567567567568,0.9424083769633508
0.903954802259887,0.9836601307189542,0.9974009205278513,0.9150326797385621,0.8333333333333334,0.9427609427609428
0.8778625954198473,0.9112343966712899,0.9573915532793981,0.8932038834951457,0.8214285714285714,0.92
0.896,0.9523809523809523,0.971241781250825,0.9222222222222223,0.8285714285714286,0.9273743016759777
0.8591549295774648,0.8976848394324122,0.9303885686995309,0.912621359223301,0.717948717948718,0.9038461538461539
0.9266666666666666,0.9852777777777778,0.9963201794012391,0.95,0.8333333333333334,0.9539748953974896
0.924812030075188,0.9911357340720223,0.9964668879233453,0.9368421052631579,0.8947368421052632,0.9468085106382979
0.9105691056910569,0.9810035842293907,0.9938896400839561,0.9354838709677419,0.8333333333333334,0.9405405405405406
0.9383561643835616,0.992530345471522,0.9982587697340781,0.9411764705882353,0.9259259259259259,0.9613733905579399
0.8940397350993378,0.9822660098522168,0.9944301569298623,0.896551724137931,0.8857142857142857,0.9285714285714286
0.9453125,0.9959595959595959,0.9993262394364492,0.9454545454545454,0.9444444444444444,0.9674418604651163
0.9041095890410958,0.8876436781609196,0.9468955017772402,0.9655172413793104,0.6666666666666666,0.9411764705882353
0.9370629370629371,0.96005291005291,0.9734479516328387,0.9629629629629629,0.8571428571428571,0.9585253456221198
0.9251700680272109,0.9799777530589544,0.9946728605061526,0.9568965517241379,0.8064516129032258,0.9527896995708155
0.9532163742690059,1.0,0.9999999999999999,0.948051948051948,1.0,0.9733333333333334
0.9264705882352942,0.979874213836478,0.9944517814623822,0.9716981132075472,0.7666666666666667,0.9537037037037037
0.9044585987261147,0.935042735042735,0.974071140378044,0.9307692307692308,0.7777777777777778,0.9416342412451362
0.9562043795620438,0.993939393939394,0.9985321436407519,0.9727272727272728,0.8888888888888888,0.9727272727272728
0.9529411764705882,0.9885714285714287,0.9975261849579187,0.9714285714285714,0.8666666666666667,0.9714285714285714
0.9612403100775194,0.9953917050691243,0.9985288571165336,0.9693877551020408,0.9354838709677419,0.9743589743589743
0.9236111111111112,0.9863102998696219,0.9967740082519575,0.923728813559322,0.9230769230769231,0.9519650655021834
0.9219858156028369,0.9501672240802677,0.9781273489327619,0.9478260869565217,0.8076923076923077,0.9519650655021834
0.8881578947368421,0.9209770114942529,0.9566531828474505,0.9224137931034483,0.7777777777777778,0.9264069264069265
0.935064935064935,0.9410748974746385,0.9573636568524089,0.9911504424778761,0.7804878048780488,0.9572649572649573
0.9067796610169492,0.951973951973952,0.9766457172383152,0.945054945054945,0.7777777777777778,0.9398907103825137
0.8591549295774648,0.8916122004357299,0.9354535035968262,0.9444444444444444,0.5882352941176471,0.9107142857142857
0.9124087591240876,0.9144316730523627,0.9573536164304994,0.9537037037037037,0.7586206896551724,0.944954128440367
0.9512195121951219,0.993172268907563,0.998557282129365,0.9558823529411765,0.9285714285714286,0.9701492537313433
0.9056603773584906,0.9440545808966861,0.954612047329455,0.9649122807017544,0.7555555555555555,0.9361702127659575
0.9119496855345912,0.9523689516129032,0.978941311120175,0.9375,0.8064516129032258,0.9448818897637795
0.9047619047619048,0.9401691768103982,0.9728408003222283,0.9541984732824428,0.7297297297297297,0.9398496240601504
0.9097744360902256,0.9620967741935483,0.9723232265154481,0.9354838709677419,0.85,0.9354838709677419
0.8848920863309353,0.95643294758339,0.9900422518870045,0.9292035398230089,0.6923076923076923,0.9292035398230089
0.9274193548387096,0.9617977528089887,0.9696588637463819,0.9325842696629213,0.9142857142857143,0.9485714285714286
0.8888888888888888,0.9186440677966102,0.9536462123085485,0.940677966101695,0.7142857142857143,0.9288702928870293
0.9104477611940298,0.9481116584564862,0.9756962057832372,0.9523809523809523,0.7586206896551724,0.9433962264150944
0.8633093525179856,0.9370879120879121,0.9648346373687843,0.9038461538461539,0.7428571428571429,0.9082125603864735
0.9090909090909091,0.9271798147556691,0.961468369918963,0.9405940594059405,0.8064516129032258,0.9405940594059405
0.8712121212121212,0.9466624081763014,0.9704637861925212,0.8712871287128713,0.8709677419354839,0.9119170984455959
0.9121621621621622,0.9776553412917048,0.9951175927068487,0.9504132231404959,0.7407407407407407,0.9465020576131687
0.9153846153846154,0.9523333333333334,0.9766104323954643,0.94,0.8333333333333334,0.9447236180904522
0.9142857142857143,0.956386292834891,0.974268071383988,0.9532710280373832,0.7878787878787878,0.9444444444444444
0.9230769230769231,0.9578109932497589,0.9758370537049854,0.9508196721311475,0.8235294117647058,0.9508196721311475
0.9,0.9823879823879824,0.9948679374448297,0.905982905982906,0.8787878787878788,0.933920704845815
0.9127906976744186,0.923719165085389,0.9793522498157365,0.9225806451612903,0.8235294117647058,0.9501661129568106
0.8926174496644296,0.8667917448405253,0.9456819160522204,0.9186991869918699,0.7692307692307693,0.9338842975206612
0.9097744360902256,0.9586148648648648,0.9715013122829795,0.9479166666666666,0.8108108108108109,0.9381443298969072
0.9122807017543859,0.9601787101787101,0.976348540908411,0.9393939393939394,0.8205128205128205,0.9429657794676806
0.9090909090909091,0.9415370108439416,0.9554873340388719,0.9306930693069307,0.8571428571428571,0.9353233830845771
0.9022556390977443,0.9889328063241107,0.9976077284165629,0.9,0.9130434782608695,0.9383886255924171
0.9133333333333333,0.94579945799458,0.9742555929116979,0.9349593495934959,0.8148148148148148,0.9465020576131687
0.912751677852349,0.9193277310924369,0.9571568170071394,0.9411764705882353,0.8,0.9451476793248945
0.9751552795031055,0.9969465648854962,0.9993015556511736,0.9847328244274809,0.9333333333333333,0.9847328244274809
0.9517241379310345,0.9889807162534436,0.9977738985090918,0.9669421487603306,0.875,0.970954356846473
0.9492753623188406,0.9339805825242719,0.9530439964658901,0.9902912621359223,0.8285714285714286,0.966824644549763
0.9618320610687023,1.0,1.0,0.9489795918367347,1.0,0.9738219895287958
0.946969696969697,0.9902912621359223,0.9972195859271651,0.9611650485436893,0.896551724137931,0.9658536585365853
0.9591836734693877,0.9929347826086956,0.9979739154719355,0.9652173913043478,0.9375,0.9736842105263158
0.9328358208955224,0.946590909090909,0.9776502075755021,0.9636363636363636,0.7916666666666666,0.9592760180995475
0.9363057324840764,0.9568965517241379,0.9758413149114974,0.9453125,0.896551724137931,0.9603174603174603
0.9371069182389937,0.9450056116722784,0.9784248207686336,0.9621212121212122,0.8148148148148148,0.9621212121212122
0.8947368421052632,0.8781420765027321,0.9422526870279697,0.9262295081967213,0.7666666666666667,0.9338842975206612
0.875,0.87109375,0.9239558867613533,0.9423076923076923,0.65625,0.92018779342723
