Accuracy,AUROC,AUPRC,Sensitivity,Specificity,F1
0.9624060150375939,0.9964349376114082,0.9987864915948687,0.9797979797979798,0.9117647058823529,0.9748743718592965
0.9465648854961832,0.9951845906902086,0.9978559834920795,0.9887640449438202,0.8571428571428571,0.9617486338797814
0.975609756097561,1.0,1.0,0.97,1.0,0.9847715736040609
0.9712230215827338,0.9922813036020584,0.9976035975257025,1.0,0.8787878787878788,0.9814814814814815
1.0,1.0,0.9999999999999999,1.0,1.0,1.0
0.9640287769784173,0.994026284348865,0.9982471187442955,0.9907407407407407,0.8709677419354839,0.9771689497716894
0.9533333333333334,0.9868322981366459,0.9956841931619983,0.9739130434782609,0.8857142857142857,0.9696969696969697
0.9534883720930233,0.9925696594427245,0.9972011788139343,0.9789473684210527,0.8823529411764706,0.96875
0.9324324324324325,0.9738884968242766,0.990052630692799,0.9724770642201835,0.8205128205128205,0.954954954954955
0.9591836734693877,0.9853782581055308,0.996678171362966,0.9917355371900827,0.8076923076923077,0.975609756097561
0.9365079365079365,0.9853989813242785,0.9953024681465311,0.9894736842105263,0.7741935483870968,0.9591836734693877
0.9635036496350365,0.9984536082474227,0.9993709010607725,0.9690721649484536,0.95,0.9740932642487047
0.926829268292683,0.9919354838709677,0.9973882672684383,0.9565217391304348,0.8387096774193549,0.9513513513513514
0.9363636363636364,0.985,0.9941687431838232,1.0,0.7666666666666667,0.9580838323353293
0.9457364341085271,0.9885057471264368,0.9942816117737542,1.0,0.8333333333333334,0.9613259668508287
0.967948717948718,0.9859316681022108,0.9966355947225123,0.9844961240310077,0.8888888888888888,0.9806949806949807
0.9555555555555556,0.9951201201201201,0.998937165133044,0.963963963963964,0.9166666666666666,0.9727272727272728
0.9205298013245033,0.9724517906336088,0.992636857898589,0.9669421487603306,0.7333333333333333,0.9512195121951219
0.965034965034965,0.9961740793878527,0.9984987492444147,0.9901960784313726,0.9024390243902439,0.9758454106280193
0.9515151515151515,0.9865190178141551,0.9968574687319652,0.9850746268656716,0.8064516129032258,0.9705882352941176
0.9328358208955224,0.977088948787062,0.9935604715899731,0.9716981132075472,0.7857142857142857,0.958139534883721
0.968,0.9888123924268503,0.9934313025974255,0.9879518072289156,0.9285714285714286,0.9761904761904762
0.905511811023622,0.9677627337201806,0.9879658841008696,0.9574468085106383,0.7575757575757576,0.9375
0.951048951048951,0.9952542372881356,0.9990080909032782,0.9661016949152542,0.88,0.9702127659574468
0.9661016949152542,0.9881349647756767,0.9951990451629408,1.0,0.8709677419354839,0.9775280898876404
0.9622641509433962,0.9601851851851853,0.9954453548191948,0.9861111111111112,0.7333333333333333,0.9793103448275862
0.9607843137254902,0.9791035735917626,0.9953148852231862,0.9921259842519685,0.8076923076923077,0.9767441860465116
0.957983193277311,0.9992816091954023,0.9997372656409517,1.0,0.84375,0.9720670391061452
0.9411764705882353,0.979874213836478,0.9940887111602652,0.9811320754716981,0.8,0.9629629629629629
0.9154929577464789,0.9731781376518218,0.9893272419935659,0.9615384615384616,0.7894736842105263,0.9433962264150944
0.9888888888888889,0.9997502497502497,0.9999581064097192,0.9935064935064936,0.9615384615384616,0.9935064935064936
0.9473684210526315,0.9808868501529052,0.9952003355250596,0.963302752293578,0.875,0.967741935483871
0.9171974522292994,0.9606681034482758,0.9901432813644315,0.9609375,0.7241379310344828,0.9498069498069498
0.9197080291970803,0.9767857142857144,0.9927120561574609,0.9523809523809523,0.8125,0.9478672985781991
0.96,0.9919709919709919,0.9975757932509274,0.9743589743589743,0.9090909090909091,0.9743589743589743
0.9312977099236641,0.9938596491228071,0.9977643714028154,0.9578947368421052,0.8611111111111112,0.9528795811518325
