Accuracy,AUROC,AUPRC,Sensitivity,Specificity,F1
0.9473684210526315,0.9860368389780154,0.9952366993831359,0.9797979797979798,0.8529411764705882,0.9651741293532339
0.8931297709923665,0.965757089352595,0.9844179315552213,0.9550561797752809,0.7619047619047619,0.9239130434782609
0.959349593495935,1.0,1.0,0.95,1.0,0.9743589743589743
0.9640287769784173,0.995997712978845,0.9987799180156806,0.9905660377358491,0.8787878787878788,0.9767441860465116
1.0,1.0,0.9999999999999998,1.0,1.0,1.0
0.920863309352518,0.9823775388291518,0.9948937342780257,0.9444444444444444,0.8387096774193549,0.9488372093023256
0.9266666666666666,0.9607453416149068,0.9807895654244967,0.9478260869565217,0.8571428571428571,0.9519650655021834
0.937984496124031,0.9665634674922601,0.9824689985305514,0.968421052631579,0.8529411764705882,0.9583333333333334
0.9054054054054054,0.9416607856974829,0.9705604804710961,0.9541284403669725,0.7692307692307693,0.9369369369369369
0.9183673469387755,0.9485060394151303,0.9835908101158377,0.9586776859504132,0.7307692307692307,0.9508196721311475
0.8571428571428571,0.9436332767402377,0.9822649187815083,0.9263157894736842,0.6451612903225806,0.9072164948453608
0.9562043795620438,0.9963917525773196,0.9984980357308647,0.9587628865979382,0.95,0.96875
0.9105691056910569,0.9863253856942497,0.9955043334358642,0.9347826086956522,0.8387096774193549,0.9398907103825137
0.9090909090909091,0.92125,0.9477092716562769,0.9625,0.7666666666666667,0.9390243902439024
0.9147286821705426,0.9729064039408867,0.9797724566993314,0.9770114942528736,0.7857142857142857,0.9392265193370166
0.9551282051282052,0.9552110249784669,0.9809949421800332,0.9689922480620154,0.8888888888888888,0.9727626459143969
0.9333333333333333,0.9868618618618619,0.997121003881583,0.9459459459459459,0.875,0.958904109589041
0.8675496688741722,0.9236914600550964,0.9718890821874586,0.9173553719008265,0.6666666666666666,0.9173553719008265
0.916083916083916,0.9770444763271162,0.9910197659913821,0.9607843137254902,0.8048780487804879,0.9423076923076923
0.9151515151515152,0.9696677900818488,0.9930562952462223,0.9626865671641791,0.7096774193548387,0.9485294117647058
0.917910447761194,0.9262129380053908,0.9700419167682627,0.9528301886792453,0.7857142857142857,0.9483568075117371
